incident_id,detected_at,asset_id,user_id,threat_actor_id,attack_vector,severity,status,mttr_hours,time_to_detect_hours,time_to_contain_hours,cost_usd,data_sensitivity,detection_source,alert_count,cvss_like,mitre_tactic,mitre_technique,severity_score,risk_score,mttr_bucket,date,hour
1390,2024-09-23 03:27:00,163,33,13,Phishing,Medium,Closed,4,2,9,846.34,Confidential,Waf,4,4.1,Defense Evasion,T1041,2,4.539,<4h,2024-09-23,3
1391,2023-01-29 18:26:00,206,65,31,Exploitation,High,Closed,7,2,13,6754.12,Confidential,Waf,2,5.9,Collection,T1566,3,5.24,4-24h,2023-01-29,18
1392,2025-03-01 16:08:00,133,552,37,Unknown,High,Open,4,3,9,2256.06,Confidential,Email Gateway,3,7.0,Impact,T1190,3,7.07,<4h,2025-03-01,16
1393,2024-07-13 17:58:00,2,411,30,Malware,High,Closed,8,10,4,2497.6,Confidential,Email Gateway,5,0.0,Persistence,T1566,3,5.375,4-24h,2024-07-13,17
1394,2023-10-06 02:28:00,139,424,34,Phishing,Low,Closed,20,4,7,3327.48,Restricted,Edr,4,8.0,Privilege Escalation,T1210,1,2.897,4-24h,2023-10-06,2
1395,2024-09-29 05:58:00,202,386,17,Phishing,Medium,In Progress,11,6,11,815.99,Confidential,Email Gateway,3,8.8,Lateral Movement,T1547,2,5.212,4-24h,2024-09-29,5
1396,2024-11-10 17:39:00,128,596,26,Phishing,Low,In Progress,9,16,5,303.13,Internal,Waf,3,4.8,Exfiltration,T1055,1,2.052,4-24h,2024-11-10,17
1397,2024-03-26 09:59:00,260,391,37,Malware,Medium,Closed,13,4,11,390.86,Internal,Ids,3,7.7,Execution,T1210,2,4.907,4-24h,2024-03-26,9
1398,2023-12-15 18:16:00,161,51,8,Credential Stuffing,Medium,Closed,2,13,2,2163.3,Public,Edr,1,4.5,Exfiltration,T1059,2,2.01,<4h,2023-12-15,18
1399,2025-01-09 19:43:00,93,60,44,Malware,Medium,Closed,8,2,6,1234.01,Confidential,User Report,3,7.8,Discovery,T1078,2,4.935,4-24h,2025-01-09,19
1400,2024-12-14 12:56:00,23,360,8,Ddos,Medium,Closed,17,5,6,1361.56,Restricted,Edr,2,3.6,Collection,T1566,2,2.988,4-24h,2024-12-14,12
1401,2024-03-08 21:46:00,32,233,39,Ransomware,Medium,Closed,10,2,2,1185.64,Public,Email Gateway,1,8.8,Command And Control,T1021,2,2.606,4-24h,2024-03-08,21
1402,2023-08-01 13:20:00,128,421,46,Ddos,Low,Open,8,13,7,2620.6,Internal,Waf,3,9.8,Persistence,T1566,1,2.745,4-24h,2023-08-01,13
1403,2024-06-11 18:16:00,168,382,39,Phishing,Medium,Closed,6,2,5,2696.18,Internal,Edr,5,4.6,Lateral Movement,T1003,2,5.232,4-24h,2024-06-11,18
1404,2023-01-08 01:01:00,294,309,9,Unknown,Low,Closed,3,2,18,1333.82,Confidential,Ids,1,3.9,Command And Control,T1547,1,0.963,<4h,2023-01-08,1
1405,2023-09-14 05:03:00,151,386,25,Exploitation,Low,Closed,17,12,2,2452.02,Internal,Waf,2,7.6,Defense Evasion,T1055,1,1.934,4-24h,2023-09-14,5
1406,2024-09-20 13:27:00,255,421,4,Ransomware,Medium,Closed,5,1,2,1645.6,Restricted,Ids,5,10.0,Lateral Movement,T1041,2,7.167,4-24h,2024-09-20,13
1407,2023-06-15 00:52:00,160,323,28,Phishing,High,In Progress,12,7,4,1082.68,Internal,Ids,4,7.1,Collection,T1003,3,8.256,4-24h,2023-06-15,0
1408,2023-12-15 17:57:00,15,585,29,Phishing,Low,Open,21,5,5,74.25,Internal,Ids,2,7.6,Discovery,T1078,1,1.934,4-24h,2023-12-15,17
1409,2023-07-16 16:51:00,15,436,9,Ransomware,High,In Progress,14,5,6,4253.64,Confidential,Siem,4,3.1,Discovery,T1041,3,6.325,4-24h,2023-07-16,16
1410,2025-03-29 12:56:00,196,134,41,Malware,Low,Closed,1,7,1,1644.4,Internal,Siem,4,9.4,Lateral Movement,T1210,1,3.122,<4h,2025-03-29,12
1411,2024-12-18 09:03:00,56,407,41,Insider,High,Closed,8,8,9,4792.7,Internal,Ids,2,9.5,Exfiltration,T1547,3,6.427,4-24h,2024-12-18,9
1412,2023-12-22 07:59:00,28,10,45,Malware,High,Open,5,5,4,3149.34,Internal,Waf,1,6.4,Lateral Movement,T1059,3,3.41,4-24h,2023-12-22,7
1413,2025-05-26 05:07:00,90,156,19,Exploitation,Medium,Closed,5,2,6,423.3,Confidential,Siem,7,4.5,Collection,T1021,2,6.03,4-24h,2025-05-26,5
1414,2025-06-21 15:44:00,243,319,26,Exploitation,High,Closed,19,8,3,638.8,Public,Siem,4,5.2,Discovery,T1547,3,7.339,4-24h,2025-06-21,15
1415,2023-03-10 12:01:00,54,81,12,Ddos,High,Open,1,6,4,6103.78,Internal,Ids,1,10.0,Execution,T1566,3,4.159,<4h,2023-03-10,12
1416,2024-01-17 16:52:00,129,547,34,Ransomware,Low,Closed,25,3,2,3087.89,Confidential,Waf,5,9.4,Lateral Movement,T1190,1,3.476,1-3d,2024-01-17,16
1417,2023-01-07 17:00:00,56,486,38,Ransomware,High,Closed,24,4,6,4055.58,Public,Email Gateway,4,6.2,Lateral Movement,T1003,3,7.822,4-24h,2023-01-07,17
1418,2024-12-29 15:35:00,66,201,6,Phishing,Low,Closed,5,5,2,2486.96,Restricted,Unknown,3,3.3,Exfiltration,T1547,1,1.844,4-24h,2024-12-29,15
1419,2025-06-22 11:28:00,7,280,29,Credential Stuffing,Medium,Open,2,18,11,1285.03,Restricted,Siem,2,4.8,Lateral Movement,T1041,2,3.252,<4h,2025-06-22,11
1420,2025-05-23 05:40:00,218,78,10,Malware,Low,Closed,4,9,7,2304.78,Confidential,Waf,6,6.2,Execution,T1059,1,3.152,<4h,2025-05-23,5
1421,2023-02-24 06:33:00,129,235,48,Phishing,Low,Closed,12,2,2,1626.16,Internal,User Report,7,3.9,Discovery,T1078,1,2.89,4-24h,2023-02-24,6
1422,2024-03-16 11:44:00,198,546,4,Credential Stuffing,Medium,Closed,16,4,7,1108.79,Internal,User Report,2,7.2,Command And Control,T1210,2,3.779,4-24h,2024-03-16,11
1423,2025-04-18 20:10:00,189,272,33,Exploitation,High,Closed,37,2,6,509.6,Confidential,Siem,3,6.5,Defense Evasion,T1059,3,6.862,1-3d,2025-04-18,20
1424,2023-05-07 21:35:00,120,516,21,Exploitation,Low,In Progress,4,4,5,2151.8,Internal,Ids,4,7.3,Discovery,T1041,1,2.784,<4h,2023-05-07,21
1425,2023-02-18 01:43:00,220,261,20,Exploitation,Medium,In Progress,3,6,10,1345.42,Internal,Waf,5,9.4,Discovery,T1041,2,6.952,<4h,2023-02-18,1
1426,2024-10-29 14:21:00,75,202,5,Phishing,Critical,Closed,3,21,3,2475.92,Internal,Edr,4,3.9,Persistence,T1078,4,8.948,<4h,2024-10-29,14
1427,2023-06-07 22:28:00,147,551,40,Ransomware,Low,Closed,5,4,7,1441.39,Confidential,Waf,2,10.0,Collection,T1565,1,2.197,4-24h,2023-06-07,22
1428,2025-08-20 19:46:00,44,462,29,Phishing,High,Closed,3,3,2,6700.76,Public,User Report,5,8.0,Privilege Escalation,T1078,3,9.676,<4h,2025-08-20,19
1429,2024-11-11 09:41:00,86,502,11,Phishing,Medium,In Progress,24,4,1,2276.43,Internal,Edr,1,2.8,Privilege Escalation,T1055,2,1.774,4-24h,2024-11-11,9
1430,2024-07-05 12:43:00,87,75,31,Insider,Low,Open,16,4,4,168.41,Public,Ids,7,9.6,Initial Access,T1565,1,4.076,4-24h,2024-07-05,12
1431,2024-07-09 01:51:00,35,397,16,Phishing,Medium,Closed,6,5,6,1463.67,Internal,Edr,4,7.1,Defense Evasion,T1210,2,5.504,4-24h,2024-07-09,1
1432,2025-01-01 20:12:00,17,396,39,Insider,Low,Closed,4,3,9,86.29,Internal,Siem,3,6.1,Discovery,T1055,1,2.232,<4h,2025-01-01,20
1433,2024-05-30 04:17:00,118,339,15,Phishing,High,In Progress,5,12,6,8312.02,Unknown,Ids,1,9.0,Initial Access,T1190,3,3.951,4-24h,2024-05-30,4
1434,2025-05-28 22:50:00,54,528,5,Phishing,High,Open,9,2,6,2245.64,Internal,Waf,1,6.3,Lateral Movement,T1003,3,3.389,4-24h,2025-05-28,22
1435,2024-04-30 16:18:00,264,69,28,Exploitation,Critical,Closed,4,2,9,4693.66,Confidential,Ids,2,3.0,Persistence,T1041,4,5.713,<4h,2024-04-30,16
1436,2023-09-18 08:58:00,185,268,17,Phishing,Low,Closed,21,2,13,5207.6,Internal,User Report,5,7.8,Initial Access,T1055,1,3.189,4-24h,2023-09-18,8
1437,2023-08-04 17:56:00,186,68,31,Exploitation,Medium,In Progress,6,2,15,179.34,Confidential,Email Gateway,4,3.1,Exfiltration,T1078,2,4.217,4-24h,2023-08-04,17
1438,2024-04-06 22:50:00,283,110,1,Credential Stuffing,Medium,Open,3,7,15,576.28,Internal,Waf,3,4.9,Impact,T1565,2,4.131,<4h,2024-04-06,22
1439,2025-02-12 23:42:00,165,247,42,Exploitation,Medium,Closed,17,2,4,3906.31,Confidential,Email Gateway,1,7.6,Execution,T1059,2,2.44,4-24h,2025-02-12,23
1440,2024-07-03 14:32:00,263,262,35,Ddos,High,Open,12,4,7,559.4,Internal,Waf,4,6.4,Lateral Movement,T1547,3,7.918,4-24h,2024-07-03,14
1441,2024-08-04 18:27:00,271,527,50,Phishing,Low,In Progress,9,6,2,588.17,Confidential,Siem,3,6.6,Exfiltration,T1190,1,2.301,4-24h,2024-08-04,18
1442,2023-11-10 10:30:00,297,137,31,Malware,High,Open,7,3,4,6421.18,Public,Edr,2,9.4,Defense Evasion,T1003,3,6.394,4-24h,2023-11-10,10
1443,2024-11-28 04:16:00,193,239,3,Ddos,Low,Closed,4,1,7,2415.65,Confidential,Edr,5,4.4,Exfiltration,T1055,1,2.58,<4h,2024-11-28,4
1444,2025-02-04 12:45:00,130,180,18,Malware,Low,Open,25,3,9,1829.58,Confidential,Siem,3,9.5,Privilege Escalation,T1055,1,2.703,1-3d,2025-02-04,12
1445,2024-10-26 07:37:00,231,167,34,Phishing,Medium,Open,15,17,5,713.83,Internal,Siem,5,3.8,Privilege Escalation,T1547,2,4.945,4-24h,2024-10-26,7
1446,2025-03-22 03:09:00,58,563,32,Phishing,Medium,Closed,3,1,7,3286.11,Internal,Edr,2,6.0,Lateral Movement,T1059,2,3.516,<4h,2025-03-22,3
1447,2025-06-21 18:13:00,89,530,33,Insider,High,Closed,6,3,5,2670.68,Internal,Edr,4,7.2,Exfiltration,T1055,3,8.305,4-24h,2025-06-21,18
1448,2025-08-04 06:10:00,75,125,3,Phishing,Medium,In Progress,25,4,14,3824.52,Confidential,Edr,3,10.0,Initial Access,T1059,2,5.545,1-3d,2025-08-04,6
1449,2023-08-24 05:56:00,2,17,5,Insider,Medium,Open,9,4,2,1364.86,Confidential,Waf,3,3.7,Command And Control,T1021,2,3.798,4-24h,2023-08-24,5
1450,2024-04-17 13:24:00,59,47,2,Phishing,Medium,Closed,15,5,6,1080.94,Confidential,Email Gateway,2,5.2,Impact,T1547,2,3.34,4-24h,2024-04-17,13
1451,2024-11-18 17:58:00,247,396,8,Exploitation,Medium,In Progress,2,2,4,1172.66,Restricted,Edr,3,7.9,Command And Control,T1566,2,4.963,<4h,2024-11-18,17
1452,2025-04-17 09:12:00,191,393,6,Exploitation,Medium,Closed,2,4,7,2342.52,Public,Ids,2,5.3,Initial Access,T1078,2,3.362,<4h,2025-04-17,9
1453,2025-07-08 17:18:00,164,250,42,Unknown,High,In Progress,4,3,3,6318.94,Internal,Edr,4,6.0,Exfiltration,T1055,3,7.725,<4h,2025-07-08,17
1454,2025-02-12 01:50:00,248,283,27,Phishing,Medium,Closed,3,7,5,3012.83,Internal,Email Gateway,2,7.8,Impact,T1059,2,3.911,<4h,2025-02-12,1
1455,2023-07-19 10:19:00,210,324,44,Exploitation,Low,Open,7,1,6,2796.49,Confidential,Edr,1,8.2,Initial Access,T1190,1,1.262,4-24h,2023-07-19,10
1456,2023-07-23 23:49:00,9,469,49,Phishing,Low,In Progress,20,3,7,1509.06,Restricted,User Report,1,8.0,Persistence,T1190,1,1.248,4-24h,2023-07-23,23
1457,2024-01-14 08:21:00,195,449,5,Malware,Medium,Open,14,2,7,978.75,Public,Ids,2,7.1,Initial Access,T1190,2,3.757,4-24h,2024-01-14,8
1458,2024-03-22 13:57:00,200,433,18,Exploitation,Medium,In Progress,5,4,2,4558.37,Confidential,Edr,3,5.9,Execution,T1190,2,4.408,4-24h,2024-03-22,13
1459,2025-07-15 20:25:00,190,307,6,Phishing,Medium,Closed,8,3,13,110.99,Internal,Waf,1,9.4,Execution,T1078,2,2.689,4-24h,2025-07-15,20
1460,2023-10-16 00:51:00,229,555,21,Exploitation,Medium,Closed,13,3,4,1761.49,Internal,Edr,3,7.7,Lateral Movement,T1547,2,4.907,4-24h,2023-10-16,0
1461,2025-04-17 18:17:00,241,43,34,Exploitation,Medium,In Progress,7,3,4,2168.07,Internal,Email Gateway,6,5.8,Initial Access,T1210,2,6.149,4-24h,2025-04-17,18
1462,2025-03-02 17:48:00,100,441,27,Credential Stuffing,Low,In Progress,2,1,8,4394.29,Internal,Email Gateway,3,7.6,Privilege Escalation,T1041,1,2.44,<4h,2025-03-02,17
1463,2024-07-21 04:24:00,274,582,37,Exploitation,Critical,Closed,3,5,6,3920.72,Confidential,Email Gateway,3,7.8,Lateral Movement,T1059,4,9.87,<4h,2024-07-21,4
1464,2024-02-02 19:29:00,8,541,15,Exploitation,High,In Progress,8,5,11,176.26,Public,Email Gateway,2,10.0,Lateral Movement,T1055,3,6.592,4-24h,2024-02-02,19
1465,2024-07-22 16:57:00,290,122,31,Exploitation,High,Open,15,18,4,9876.14,Restricted,Email Gateway,3,6.1,Impact,T1565,3,6.696,4-24h,2024-07-22,16
1466,2024-10-18 15:50:00,38,373,2,Unknown,Low,Closed,28,2,6,3593.6,Confidential,Ids,4,6.8,Exfiltration,T1021,1,2.704,1-3d,2024-10-18,15
1467,2023-07-04 11:29:00,40,584,30,Unknown,High,Closed,13,3,2,2833.58,Confidential,User Report,1,5.6,Initial Access,T1547,3,3.244,4-24h,2023-07-04,11
1468,2023-08-31 04:01:00,45,136,28,Malware,Low,Closed,2,6,5,2120.42,Confidential,Waf,3,6.2,Discovery,T1003,1,2.246,<4h,2023-08-31,4
1469,2025-05-19 20:33:00,296,573,12,Malware,Medium,Closed,26,5,13,271.94,Restricted,User Report,5,2.3,Initial Access,T1041,2,4.408,1-3d,2025-05-19,20
1470,2023-03-22 17:54:00,3,586,24,Ransomware,Medium,Closed,12,4,10,786.7,Public,Siem,1,7.2,Execution,T1003,2,2.384,4-24h,2023-03-22,17
1471,2024-01-05 10:32:00,161,121,30,Malware,Low,In Progress,25,3,2,1197.17,Internal,User Report,1,5.1,Collection,T1041,1,1.047,1-3d,2024-01-05,10
1472,2024-12-24 02:42:00,71,500,19,Malware,Medium,In Progress,8,7,1,4171.11,Public,User Report,4,5.7,Exfiltration,T1059,2,5.054,4-24h,2024-12-24,2
1473,2025-03-13 02:06:00,278,565,10,Malware,Medium,In Progress,15,6,6,1425.05,Public,Ids,5,4.7,Execution,T1547,2,5.268,4-24h,2025-03-13,2
1474,2024-12-30 18:25:00,71,447,18,Unknown,Medium,Closed,2,7,20,928.47,Confidential,Siem,2,4.0,Persistence,T1059,2,3.076,<4h,2024-12-30,18
1475,2024-09-09 15:21:00,263,77,29,Insider,Low,Closed,3,3,8,3907.92,Confidential,Edr,3,5.0,Defense Evasion,T1210,1,2.079,<4h,2024-09-09,15
1476,2023-09-30 04:06:00,284,355,44,Insider,Medium,Closed,15,3,19,2573.31,Unknown,Ids,1,4.3,Discovery,T1003,2,1.982,4-24h,2023-09-30,4
1477,2025-05-03 01:20:00,223,518,9,Phishing,Low,Closed,3,8,10,6294.05,Confidential,Unknown,3,6.9,Exfiltration,T1059,1,2.343,<4h,2025-05-03,1
1478,2023-05-10 11:31:00,1,589,2,Exploitation,Medium,Open,5,3,11,2224.27,Confidential,Waf,2,6.9,Initial Access,T1566,2,3.713,4-24h,2023-05-10,11
1479,2024-10-09 12:14:00,176,420,18,Phishing,Low,Closed,6,11,16,1892.25,Confidential,Edr,6,6.1,Collection,T1059,1,3.133,4-24h,2024-10-09,12
1480,2023-08-05 04:17:00,241,182,33,Ransomware,High,Closed,3,8,4,2738.28,Internal,Siem,5,7.3,Command And Control,T1547,3,9.299,<4h,2023-08-05,4
1481,2023-12-02 23:56:00,144,6,4,Phishing,Medium,In Progress,14,8,2,2671.63,Confidential,Edr,3,6.8,Collection,T1055,2,4.658,4-24h,2023-12-02,23
1482,2024-10-29 16:11:00,83,269,46,Phishing,Low,Open,2,26,3,1487.05,Public,User Report,1,5.2,Privilege Escalation,T1566,1,1.054,<4h,2024-10-29,16
1483,2023-05-20 13:04:00,200,556,50,Malware,High,Closed,2,4,5,631.02,Internal,Ids,2,6.7,Initial Access,T1003,3,5.504,<4h,2023-05-20,13
1484,2023-03-09 01:50:00,180,576,42,Exploitation,Low,Closed,5,11,10,2284.26,Internal,Waf,2,1.9,Initial Access,T1566,1,1.307,4-24h,2023-03-09,1
1485,2023-04-29 18:23:00,1,183,30,Insider,Medium,Closed,15,3,4,2191.89,Internal,Edr,5,4.8,Impact,T1566,2,5.304,4-24h,2023-04-29,18
1486,2023-11-19 05:27:00,42,45,48,Phishing,High,In Progress,2,6,4,3322.4,Public,Ids,1,7.4,Privilege Escalation,T1003,3,3.618,<4h,2023-11-19,5
1487,2023-02-24 18:08:00,103,45,3,Exploitation,Low,Closed,4,8,6,2086.31,Internal,User Report,5,7.3,Execution,T1021,1,3.1,<4h,2023-02-24,18
1488,2024-08-30 10:43:00,8,5,31,Phishing,Medium,In Progress,9,1,11,1504.85,Internal,Ids,9,6.4,Impact,T1566,2,7.552,4-24h,2024-08-30,10
1489,2025-06-17 16:36:00,160,576,46,Insider,Low,Closed,7,7,5,3813.31,Public,Ids,3,5.1,Defense Evasion,T1078,1,2.093,4-24h,2025-06-17,16
1490,2025-04-10 20:09:00,291,535,30,Phishing,Low,Closed,20,2,11,4866.83,Restricted,User Report,1,4.3,Exfiltration,T1055,1,0.991,4-24h,2025-04-10,20
1491,2024-08-09 06:55:00,212,353,9,Malware,High,In Progress,2,9,4,2971.06,Internal,Email Gateway,5,5.8,Defense Evasion,T1041,3,8.493,<4h,2024-08-09,6
1492,2024-04-28 03:26:00,46,528,10,Phishing,Critical,Closed,10,4,5,11253.78,Confidential,User Report,2,4.2,Privilege Escalation,T1041,4,6.24,4-24h,2024-04-28,3
1493,2025-04-10 17:05:00,110,73,3,Malware,Medium,Closed,6,3,5,2281.09,Internal,Ids,1,9.2,Discovery,T1190,2,2.662,4-24h,2025-04-10,17
1494,2023-06-07 11:49:00,288,413,15,Ransomware,Medium,In Progress,8,5,6,1528.32,Confidential,Waf,2,10.0,Persistence,T1566,2,4.394,4-24h,2023-06-07,11
1495,2024-04-24 09:13:00,185,449,17,Phishing,Medium,Closed,1,1,31,5747.98,Confidential,Email Gateway,4,4.7,Privilege Escalation,T1210,2,4.732,<4h,2024-04-24,9
1496,2025-06-11 04:26:00,272,62,26,Malware,High,In Progress,1,7,5,2889.44,Public,Ids,1,5.0,Command And Control,T1021,3,3.119,<4h,2025-06-11,4
1497,2023-02-09 23:27:00,230,199,38,Exploitation,High,In Progress,3,4,5,4717.92,Internal,Email Gateway,2,5.4,Privilege Escalation,T1041,3,5.076,<4h,2023-02-09,23
1498,2025-07-01 09:59:00,278,516,13,Exploitation,Medium,Open,4,6,9,232.07,Internal,Email Gateway,1,7.1,Defense Evasion,T1059,2,2.371,<4h,2025-07-01,9
1499,2023-11-22 07:24:00,153,416,9,Exploitation,Medium,Closed,3,4,6,460.91,Internal,Email Gateway,5,7.6,Initial Access,T1210,2,6.307,<4h,2023-11-22,7
1500,2023-12-09 01:28:00,228,284,46,Malware,Low,Closed,1,3,1,2988.46,Internal,Edr,3,8.4,Lateral Movement,T1210,1,2.551,<4h,2023-12-09,1
1501,2024-04-04 19:21:00,181,82,24,Unknown,Medium,Closed,10,7,4,2912.51,Internal,User Report,2,9.1,Persistence,T1078,2,4.197,4-24h,2024-04-04,19
1502,2024-08-01 05:46:00,5,35,35,Ransomware,Low,Closed,21,6,8,4713.79,Confidential,Ids,3,5.3,Discovery,T1566,1,2.121,4-24h,2024-08-01,5
1503,2023-02-13 15:40:00,159,29,43,Credential Stuffing,Low,Closed,6,4,12,586.01,Public,Email Gateway,3,8.4,Execution,T1078,1,2.551,4-24h,2023-02-13,15
1504,2023-04-13 02:06:00,237,520,25,Phishing,Low,Closed,10,3,6,1569.86,Internal,Edr,3,4.3,Exfiltration,T1565,1,1.982,4-24h,2023-04-13,2
1505,2023-01-20 04:21:00,152,456,44,Phishing,High,Closed,15,14,7,3406.94,Internal,User Report,2,4.5,Initial Access,T1565,3,4.779,4-24h,2023-01-20,4
1506,2024-12-20 05:10:00,13,416,46,Credential Stuffing,Low,In Progress,12,4,6,230.41,Confidential,Email Gateway,3,3.0,Discovery,T1078,1,1.802,4-24h,2024-12-20,5
1507,2023-11-19 08:44:00,43,182,1,Malware,Low,Closed,7,4,11,3323.6,Confidential,Edr,4,5.6,Impact,T1059,1,2.511,4-24h,2023-11-19,8
1508,2023-07-06 14:57:00,161,580,23,Insider,High,In Progress,1,2,4,5798.54,Internal,Edr,10,4.6,Initial Access,T1059,3,10.503,<4h,2023-07-06,14
1509,2025-05-30 13:48:00,26,81,21,Ransomware,Medium,Closed,3,1,2,4009.93,Confidential,Edr,4,4.8,Discovery,T1078,2,4.764,<4h,2025-05-30,13
1510,2025-06-02 23:59:00,94,356,42,Insider,Medium,Closed,5,2,11,609.62,Internal,Waf,4,6.5,Impact,T1547,2,5.311,4-24h,2025-06-02,23
1511,2023-09-23 14:40:00,174,33,29,Malware,Medium,Closed,5,7,8,762.05,Public,Ids,2,10.0,Initial Access,T1003,2,4.394,4-24h,2023-09-23,14
1512,2023-04-13 14:45:00,98,133,30,Credential Stuffing,Low,Open,16,24,5,6750.28,Confidential,Email Gateway,2,8.0,Command And Control,T1190,1,1.978,4-24h,2023-04-13,14
1513,2025-08-11 11:45:00,188,29,15,Phishing,Low,Open,5,4,6,1436.97,Internal,Waf,1,4.5,Execution,T1190,1,1.005,4-24h,2025-08-11,11
1514,2023-01-10 12:18:00,111,312,50,Malware,Medium,In Progress,12,3,6,4674.75,Confidential,Waf,2,8.0,Initial Access,T1078,2,3.955,4-24h,2023-01-10,12
1515,2024-12-07 18:07:00,2,285,23,Phishing,Medium,Open,3,5,4,1927.88,Confidential,Siem,4,4.6,Initial Access,T1078,2,4.7,<4h,2024-12-07,18
1516,2024-03-14 01:32:00,146,66,5,Ransomware,Low,Closed,9,4,19,2202.0,Internal,Email Gateway,4,7.7,Defense Evasion,T1565,1,2.849,4-24h,2024-03-14,1
1517,2024-09-20 03:14:00,173,179,35,Credential Stuffing,Medium,Closed,47,5,7,1603.81,Internal,Ids,5,6.8,Discovery,T1078,2,6.02,1-3d,2024-09-20,3
1518,2025-07-20 11:43:00,291,349,10,Phishing,Medium,Closed,2,4,1,4538.76,Public,Edr,5,8.1,Discovery,T1021,2,6.486,<4h,2025-07-20,11
1519,2023-03-14 01:03:00,209,499,37,Malware,Medium,Closed,3,2,6,7251.58,Internal,Email Gateway,3,7.7,Initial Access,T1565,2,4.907,<4h,2023-03-14,1
1520,2023-01-20 12:36:00,220,561,4,Exploitation,High,In Progress,13,5,9,2475.52,Confidential,Unknown,4,5.7,Command And Control,T1021,3,7.58,4-24h,2023-01-20,12
1521,2025-01-04 14:30:00,135,46,50,Ddos,Critical,In Progress,4,4,3,121.5,Public,Waf,3,6.8,Privilege Escalation,T1003,4,9.316,<4h,2025-01-04,14
1522,2024-05-27 08:44:00,65,224,43,Phishing,Medium,Open,4,5,6,2674.23,Internal,Siem,3,4.1,Exfiltration,T1041,2,3.909,<4h,2024-05-27,8
1523,2023-11-11 18:44:00,192,231,2,Phishing,Low,Closed,33,6,8,1825.23,Internal,Edr,5,5.7,Lateral Movement,T1003,1,2.813,1-3d,2023-11-11,18
1524,2024-04-14 12:48:00,81,343,21,Credential Stuffing,Low,In Progress,7,4,4,2628.18,Internal,Edr,3,10.0,Privilege Escalation,T1059,1,2.773,4-24h,2024-04-14,12
1525,2024-10-10 11:53:00,6,75,32,Phishing,Medium,Closed,3,5,5,24.76,Internal,Siem,4,3.0,Lateral Movement,T1210,2,4.185,<4h,2024-10-10,11
1526,2023-09-19 04:57:00,201,189,19,Ransomware,Critical,Closed,7,7,4,8169.18,Restricted,Edr,8,3.4,Collection,T1055,4,11.777,4-24h,2023-09-19,4
1527,2023-09-18 05:37:00,32,192,43,Credential Stuffing,High,Closed,2,3,2,2139.76,Restricted,Email Gateway,4,6.7,Persistence,T1078,3,8.063,<4h,2023-09-18,5
1528,2025-03-19 07:19:00,170,98,5,Exploitation,Low,Open,5,8,6,634.05,Internal,Edr,1,10.0,Initial Access,T1547,1,1.386,4-24h,2025-03-19,7
1529,2023-02-10 20:57:00,216,48,23,Credential Stuffing,Low,Closed,7,1,2,405.72,Restricted,Siem,5,6.4,Initial Access,T1565,1,2.938,4-24h,2023-02-10,20
1530,2025-02-21 17:35:00,212,523,17,Insider,Medium,Open,3,2,7,2757.63,Internal,Siem,3,6.4,Initial Access,T1059,2,4.547,<4h,2025-02-21,17
1531,2025-06-26 03:05:00,197,403,29,Phishing,Low,Closed,4,3,6,414.61,Confidential,Siem,7,4.5,Persistence,T1547,1,3.015,<4h,2025-06-26,3
1532,2025-08-07 00:18:00,172,468,22,Insider,Medium,In Progress,27,7,9,902.43,Public,Email Gateway,8,4.7,Command And Control,T1055,2,6.46,1-3d,2025-08-07,0
1533,2024-04-06 10:54:00,290,191,6,Phishing,Medium,Closed,11,0,12,3325.45,Internal,Siem,3,4.6,Exfiltration,T1547,2,4.048,4-24h,2024-04-06,10
1534,2025-02-28 13:19:00,86,405,3,Malware,Medium,Closed,29,7,8,6548.65,Internal,Siem,1,4.6,Privilege Escalation,T1021,2,2.024,1-3d,2025-02-28,13
1535,2024-11-18 05:51:00,5,145,30,Credential Stuffing,Medium,Open,18,13,9,1170.93,Public,Ids,6,7.3,Discovery,T1055,2,6.733,4-24h,2024-11-18,5
1536,2023-07-11 02:16:00,237,475,2,Malware,Medium,Closed,20,8,9,183.56,Public,Waf,5,8.3,Exfiltration,T1059,2,6.558,4-24h,2023-07-11,2
1537,2023-01-02 14:07:00,47,353,11,Exploitation,Medium,Closed,3,4,4,1200.44,Internal,Siem,4,7.0,Command And Control,T1190,2,5.472,<4h,2023-01-02,14
1538,2023-07-05 06:27:00,87,102,42,Ransomware,High,Closed,6,5,4,1098.4,Internal,Unknown,1,4.5,Impact,T1059,3,3.015,4-24h,2023-07-05,6
1539,2023-03-11 11:58:00,269,128,34,Malware,Low,Closed,9,2,4,2172.98,Confidential,Email Gateway,4,10.0,Collection,T1190,1,3.219,4-24h,2023-03-11,11
1540,2024-12-03 11:36:00,49,445,7,Phishing,Medium,Closed,10,8,3,170.83,Public,Edr,3,3.0,Command And Control,T1021,2,3.604,4-24h,2024-12-03,11
1541,2023-08-05 17:23:00,171,564,36,Malware,High,Closed,4,2,9,10675.6,Confidential,Edr,2,8.6,Exfiltration,T1210,3,6.13,<4h,2023-08-05,17
1542,2024-08-05 23:29:00,241,172,46,Phishing,Medium,Closed,9,4,6,1784.96,Public,Waf,1,8.2,Execution,T1021,2,2.523,4-24h,2024-08-05,23
1543,2024-07-23 16:02:00,26,348,16,Insider,Medium,Open,2,0,17,2611.46,Public,User Report,1,0.2,Command And Control,T1547,2,1.414,<4h,2024-07-23,16
